Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7 Percent,Daycount,Overall Percent Change (Day 1 to 6),Outcome
108.846786,109.012947,109.6427,110.088768,112.415253,112.703865,-0.34,6,3.54,4
112.319031,114.278198,115.109108,115.187813,116.132393,117.732956,0.15,0,4.82,5
114.278198,115.109108,115.187813,116.132393,117.732956,117.907883,-0.02,0,3.18,4
105.628181,106.773926,108.67186,109.380302,109.913841,110.403625,1.58,4,4.52,7
106.773926,108.67186,109.380302,109.913841,110.403625,112.144119,1.41,3,5.03,7
108.67186,109.380302,109.913841,110.403625,112.144119,113.727188,0.93,2,4.65,7
109.380302,109.913841,110.403625,112.144119,113.727188,114.7855,0.3,1,4.94,6
109.913841,110.403625,112.144119,113.727188,114.7855,115.126587,0.5,0,4.74,6
110.403625,112.144119,113.727188,114.7855,115.126587,115.703835,-0.35,0,4.8,4
129.076813,129.479111,130.174347,130.324005,131.767197,131.934433,0.83,2,2.21,7
129.479111,130.174347,130.324005,131.767197,131.934433,133.034485,1.71,1,2.75,8
130.174347,130.324005,131.767197,131.934433,133.034485,135.304932,2.97,0,3.94,9
130.324005,131.767197,131.934433,133.034485,135.304932,139.317902,-2.26,0,6.9,2
130.807999,131.371231,132.823273,134.046494,134.961746,135.014572,0.63,0,3.22,6
131.371231,132.823273,134.046494,134.961746,135.014572,135.859375,-0.74,0,3.42,4
116.415642,118.153709,119.455055,119.998787,122.128998,123.929451,0.47,1,6.45,6
118.153709,119.455055,119.998787,122.128998,123.929451,124.517761,0.7,0,5.39,6
119.455055,119.998787,122.128998,123.929451,124.517761,125.391251,-0.28,0,4.97,4
119.633301,122.458817,122.645988,123.376846,123.786865,125.845871,3.63,1,5.19,10
122.458817,122.645988,123.376846,123.786865,125.845871,130.409393,0.27,0,6.49,6
122.645988,123.376846,123.786865,125.845871,130.409393,130.757004,0.0,1,6.61,5
127.834656,127.879486,129.520721,131.009445,132.982468,133.84346,0.11,0,4.7,5
127.879486,129.520721,131.009445,132.982468,133.84346,133.986923,-0.71,1,4.78,4
110.742958,111.204597,111.277,112.806671,114.354454,114.372536,0.96,3,3.28,7
111.204597,111.277,112.806671,114.354454,114.372536,115.467758,2.45,2,3.83,8
111.277,112.806671,114.354454,114.372536,115.467758,118.300819,2.49,1,6.31,8
112.806671,114.354454,114.372536,115.467758,118.300819,121.251549,1.42,0,7.49,7
114.354454,114.372536,115.467758,118.300819,121.251549,122.971336,-0.54,0,7.54,4
115.113853,115.351105,115.752602,116.236244,120.360802,120.388184,0.81,1,4.58,7
115.351105,115.752602,116.236244,120.360802,120.388184,121.364586,0.08,0,5.21,5
115.752602,116.236244,120.360802,120.388184,121.364586,121.455818,-1.47,0,4.93,3
118.727402,120.041428,120.807945,121.756927,122.879356,122.934105,-0.88,0,3.54,3
119.731186,120.205688,120.625458,121.017815,121.707878,122.370346,0.08,2,2.2,5
120.205688,120.625458,121.017815,121.707878,122.370346,122.462326,1.17,1,1.88,7
120.625458,121.017815,121.707878,122.370346,122.462326,123.897675,0.25,0,2.71,6
121.017815,121.707878,122.370346,122.462326,123.897675,124.21048,-0.21,1,2.64,4
122.517532,122.719963,122.830353,123.290421,124.302483,125.296165,-0.25,0,2.27,4
128.38765,131.598724,131.839752,134.519226,136.929794,137.699341,0.99,0,7.25,7
131.598724,131.839752,134.519226,136.929794,137.699341,139.062225,-1.25,0,5.67,3
134.741745,135.687424,136.308578,138.626434,138.830429,139.108582,-0.18,1,3.24,4
141.074112,141.1483,142.909851,144.068787,145.088654,145.709839,-0.32,0,3.29,4
153.181763,153.621262,155.444733,157.12793,157.567444,158.315552,0.89,2,3.35,7
153.621262,155.444733,157.12793,157.567444,158.315552,159.727585,1.11,1,3.97,7
155.444733,157.12793,157.567444,158.315552,159.727585,161.504333,1.65,0,3.9,8
157.12793,157.567444,158.315552,159.727585,161.504333,164.169403,-0.11,5,4.48,4
163.982361,165.385086,165.927429,167.788284,168.536377,171.977646,-0.5,0,4.88,4
166.310822,166.825119,167.666733,168.676651,170.247635,171.603577,-0.98,2,3.18,3
179.032639,180.059738,181.275269,184.168076,185.100906,187.588531,-0.38,3,4.78,4
198.142044,199.894653,199.932343,200.196213,219.974594,227.088806,0.11,1,14.61,5
199.894653,199.932343,200.196213,219.974594,227.088806,227.343201,0.49,0,13.73,6
199.932343,200.196213,219.974594,227.088806,227.343201,228.464523,-1.25,0,14.27,3
269.849457,276.31073,278.121429,280.065521,280.122681,282.21933,0.37,1,4.58,6
276.31073,278.121429,280.065521,280.122681,282.21933,283.277161,0.22,0,2.52,5
278.121429,280.065521,280.122681,282.21933,283.277161,283.896545,-0.96,4,2.08,3
282.724426,294.322327,295.57077,303.461517,305.205566,312.696045,2.47,0,10.6,8
294.322327,295.57077,303.461517,305.205566,312.696045,320.405731,-0.31,1,8.86,4
327.818817,333.045105,337.626465,342.737213,343.487946,346.71228,-1.36,0,5.76,3
353.068085,355.350769,359.712952,369.762512,373.708801,379.444458,-0.59,0,7.47,4
303.480347,307.406006,309.028778,324.060913,332.864471,336.945618,3.81,0,11.03,10
307.406006,309.028778,324.060913,332.864471,336.945618,349.772003,-4.85,0,13.78,0
302.100555,317.822571,318.823456,330.891907,334.09848,342.630005,0.08,0,13.42,5
317.822571,318.823456,330.891907,334.09848,342.630005,342.911774,-0.72,1,7.89,4
332.854034,338.481964,342.538391,344.394775,347.400238,347.498444,-1.26,0,4.4,3
145.850006,151.389999,153.309998,173.160004,184.300003,205.429993,12.2,0,40.85,10
151.389999,153.309998,173.160004,184.300003,205.429993,230.5,-5.97,0,52.26,0
223.220001,224.029999,230.610001,245.339996,252.0,269.190002,-1.32,0,20.59,3
224.419998,227.649994,234.820007,237.440002,240.740005,241.369995,3.87,0,7.55,10
227.649994,234.820007,237.440002,240.740005,241.369995,250.699997,-1.47,2,10.13,3
226.630005,229.940002,231.330002,232.270004,235.779999,239.490005,-0.55,0,5.67,4
206.389999,206.449997,211.919998,213.270004,215.860001,218.75,-2.95,0,5.99,1
130.419998,132.399994,133.149994,136.089996,137.339996,138.389999,0.53,3,6.11,6
132.399994,133.149994,136.089996,137.339996,138.389999,139.130005,1.57,2,5.08,7
133.149994,136.089996,137.339996,138.389999,139.130005,141.320007,0.52,1,6.14,6
136.089996,137.339996,138.389999,139.130005,141.320007,142.050003,3.24,0,4.38,9
137.339996,138.389999,139.130005,141.320007,142.050003,146.649994,-8.77,2,6.78,0
142.509995,143.380005,147.410004,156.75,160.009995,164.910004,2.86,0,15.72,9
143.380005,147.410004,156.75,160.009995,164.910004,169.619995,-0.52,1,18.3,4
176.5,179.080002,179.539993,186.270004,187.130005,188.25,-2.41,4,6.66,2
188.380005,188.910004,190.490005,195.389999,203.639999,204.990005,3.91,0,8.82,10
188.910004,190.490005,195.389999,203.639999,204.990005,213.0,-2.08,0,12.75,2
198.149994,200.460007,201.550003,204.550003,210.059998,215.110001,-1.48,0,8.56,3
197.529999,200.570007,204.960007,207.970001,211.039993,212.429993,1.39,0,7.54,7
200.570007,204.960007,207.970001,211.039993,212.429993,215.389999,-0.69,0,7.39,4
199.270004,200.869995,203.630005,204.690002,205.699997,207.960007,2.58,0,4.36,9
200.869995,203.630005,204.690002,205.699997,207.960007,213.320007,-2.13,0,6.2,2
177.729996,179.089996,179.690002,182.350006,186.820007,189.380005,1.39,1,6.55,7
179.089996,179.690002,182.350006,186.820007,189.380005,192.009995,1.58,0,7.21,7
179.690002,182.350006,186.820007,189.380005,192.009995,195.050003,-1.08,0,8.55,3
191.410004,191.830002,193.330002,196.649994,204.539993,207.470001,0.6,0,8.39,6
191.830002,193.330002,196.649994,204.539993,207.470001,208.710007,-1.01,5,8.8,3
206.600006,208.039993,217.710007,218.270004,219.910004,220.0,-0.32,5,6.49,4
219.300003,222.369995,224.429993,231.630005,233.869995,234.869995,-0.3,8,7.1,4
234.160004,236.889999,237.330002,244.699997,248.080002,248.630005,0.92,2,6.18,7
236.889999,237.330002,244.699997,248.080002,248.630005,250.910004,2.12,1,5.92,8
237.330002,244.699997,248.080002,248.630005,250.910004,256.23999,3.13,0,7.97,9
244.699997,248.080002,248.630005,250.910004,256.23999,264.269989,-1.46,1,8.0,3
171.649994,172.75,177.610001,184.570007,188.619995,189.850006,0.83,0,10.6,7
172.75,177.610001,184.570007,188.619995,189.850006,191.419998,-0.62,0,10.81,4
13.592534,13.764592,13.920262,13.953036,14.059546,14.149671,-0.35,2,4.1,4
13.7391,14.18283,14.404693,14.478648,14.552594,14.733378,0.28,0,7.24,6
14.18283,14.404693,14.478648,14.552594,14.733378,14.774465,0.0,2,4.17,5
12.743463,12.867104,12.949533,12.957776,13.023719,13.040202,-1.14,1,2.33,3
13.434823,13.624977,13.806863,14.071429,14.162369,14.617083,1.53,2,8.8,7
13.624977,13.806863,14.071429,14.162369,14.617083,14.840309,0.84,1,8.92,7
13.806863,14.071429,14.162369,14.617083,14.840309,14.964328,0.11,0,8.38,5
14.071429,14.162369,14.617083,14.840309,14.964328,14.980859,-0.22,1,6.46,4
10.728724,10.753773,10.828915,11.079391,11.51355,11.805771,-0.99,3,10.04,3
10.672965,10.773495,10.899159,11.033201,11.066712,11.343166,-0.74,5,6.28,4
11.259389,11.435317,11.443699,11.820687,11.94635,12.063634,-0.9,1,7.14,3
12.717083,12.859498,12.901386,13.010295,13.228113,13.269999,2.21,1,4.35,8
12.859498,12.901386,13.010295,13.228113,13.269999,13.563211,0.16,0,5.47,5
12.901386,13.010295,13.228113,13.269999,13.563211,13.584252,-0.99,1,5.29,3
13.323339,13.466421,13.508504,13.68525,13.861999,13.937749,0.66,1,4.61,6
13.466421,13.508504,13.68525,13.861999,13.937749,14.030329,0.6,0,4.19,6
13.508504,13.68525,13.861999,13.937749,14.030329,14.114493,-0.3,2,4.49,4
14.308073,15.124474,15.78938,16.008209,16.900362,16.967691,-2.03,1,18.59,2
17.934551,18.449858,18.720194,19.066542,19.387562,19.505835,-2.08,0,8.76,2
20.712605,20.832233,21.105667,21.242384,21.41328,21.498734,-0.56,0,3.8,4
25.846624,25.975346,26.215614,26.310005,26.764816,26.807724,-0.19,3,3.72,4
25.52054,26.026829,26.70475,26.756233,27.4599,27.640097,-0.75,0,8.31,4
25.151178,25.237305,25.530163,25.779955,26.460413,26.60685,0.1,2,5.79,5
25.237305,25.530163,25.779955,26.460413,26.60685,26.632683,0.65,1,5.53,6
25.530163,25.779955,26.460413,26.60685,26.632683,26.804953,0.32,0,4.99,6
25.779955,26.460413,26.60685,26.632683,26.804953,26.891085,-0.51,0,4.31,4
22.934011,23.125196,23.272938,23.898645,24.168045,24.23757,0.61,3,5.68,6
23.125196,23.272938,23.898645,24.168045,24.23757,24.385307,0.53,2,5.45,6
23.272938,23.898645,24.168045,24.23757,24.385307,24.515669,1.17,1,5.34,7
23.898645,24.168045,24.23757,24.385307,24.515669,24.802448,1.16,0,3.78,7
24.168045,24.23757,24.385307,24.515669,24.802448,25.089231,-1.21,0,3.81,3
19.863714,21.069691,21.296907,21.314386,21.532858,21.812504,-1.6,1,9.81,2
22.485409,22.747578,23.044699,23.202002,24.862415,25.334318,1.07,0,12.67,7
22.747578,23.044699,23.202002,24.862415,25.334318,25.605223,-0.72,0,12.56,4
24.649939,25.449974,26.09,26.18778,26.374458,26.818926,-0.13,0,8.8,4
24.561047,24.792168,25.28997,25.698875,25.903328,26.427795,1.48,5,7.6,7
24.792168,25.28997,25.698875,25.903328,26.427795,26.818926,0.3,4,8.17,6
25.28997,25.698875,25.903328,26.427795,26.818926,26.898928,0.3,3,6.36,6
25.698875,25.903328,26.427795,26.818926,26.898928,26.978928,2.21,2,4.98,8
25.903328,26.427795,26.818926,26.898928,26.978928,27.574512,0.58,1,6.45,6
26.427795,26.818926,26.898928,26.978928,27.574512,27.734516,0.71,0,4.94,6
26.818926,26.898928,26.978928,27.574512,27.734516,27.930082,-0.19,3,4.14,4
19.464808,19.608727,19.67169,19.950529,21.110865,21.488646,3.73,0,10.4,10
19.608727,19.67169,19.950529,21.110865,21.488646,22.289181,-2.95,0,13.67,1
21.695528,22.136274,22.343161,23.37756,24.256144,25.4608,1.53,0,17.36,7
22.136274,22.343161,23.37756,24.256144,25.4608,25.850275,-1.12,0,16.78,3
22.498978,22.535206,22.634842,22.65296,22.997145,23.069601,2.51,2,2.54,9
22.535206,22.634842,22.65296,22.997145,23.069601,23.649286,1.72,1,4.94,8
22.634842,22.65296,22.997145,23.069601,23.649286,24.056881,1.36,0,6.28,7
22.65296,22.997145,23.069601,23.649286,24.056881,24.382952,-0.71,0,7.64,4
35.379753,36.136047,36.348167,36.781658,36.920002,37.9161,-1.41,5,7.17,3
37.381165,37.408829,37.814648,38.174339,38.746174,38.902966,-0.31,0,4.07,4
35.917679,36.816093,37.019844,37.232876,37.816372,38.548061,-0.14,0,7.32,4
35.44532,36.139973,37.186565,37.668182,38.372086,38.85371,0.48,0,9.62,6
36.139973,37.186565,37.668182,38.372086,38.85371,39.038944,-1.23,0,8.02,3
36.408951,36.427574,37.367813,38.81076,39.229691,40.272335,-0.23,0,10.61,4
40.372635,41.336121,41.420311,41.551266,41.75705,41.813179,-0.16,0,3.57,4
28.485069,30.489332,30.498783,31.529272,31.538734,31.812901,-0.65,1,11.68,4
28.330162,28.41581,30.157305,30.166821,31.993954,33.193016,-2.75,0,17.16,1
32.070087,33.259632,33.373829,33.678349,33.973362,34.135136,0.86,0,6.44,7
33.259632,33.373829,33.678349,33.973362,34.135136,34.430145,-0.39,1,3.52,4
35.372261,35.391293,35.505497,35.676785,35.790977,35.876625,-2.23,2,1.43,2
31.807695,32.401157,32.851048,33.090343,33.377502,33.827389,0.31,0,6.35,6
32.401157,32.851048,33.090343,33.377502,33.827389,33.932682,-0.42,4,4.73,4
27.462545,27.705318,27.83156,28.181156,28.511326,28.812365,-1.89,6,4.92,2
28.268553,28.550171,29.812593,30.618601,30.773975,31.055592,2.1,0,9.86,8
28.550171,29.812593,30.618601,30.773975,31.055592,31.706228,-1.53,1,11.05,3
25.370728,25.400101,25.517605,25.527397,25.762402,26.447832,0.04,0,4.25,5
25.400101,25.517605,25.527397,25.762402,26.447832,26.457624,-0.44,0,4.16,4
24.646128,25.155306,25.791777,25.850527,27.045137,27.828485,-0.32,0,12.91,4
31.31757,31.801203,32.126911,32.344055,32.551323,32.955994,0.12,2,5.23,5
31.801203,32.126911,32.344055,32.551323,32.955994,32.995472,0.54,1,3.76,6
32.126911,32.344055,32.551323,32.955994,32.995472,33.173134,3.51,0,3.26,10
32.344055,32.551323,32.955994,32.995472,33.173134,34.337795,-2.24,0,6.16,2
34.470348,35.017021,35.553757,36.746506,37.501907,38.138039,-0.13,0,10.64,4
38.169998,38.459999,38.810001,39.029999,39.34,39.669998,-2.47,2,3.93,2
22.762012,23.127069,23.263065,24.064743,24.343904,24.909376,-0.8,1,9.43,3
21.273178,21.502235,22.110645,22.389809,22.432747,23.04117,1.27,2,8.31,7
21.502235,22.110645,22.389809,22.432747,23.04117,23.334646,0.74,1,8.52,6
22.110645,22.389809,22.432747,23.04117,23.334646,23.506432,0.85,0,6.31,7
22.389809,22.432747,23.04117,23.334646,23.506432,23.706854,-0.03,0,5.88,4
25.737328,26.960522,27.687241,28.068584,28.226891,28.557861,-2.02,1,10.96,2
28.514688,28.572254,28.6586,28.759319,28.939209,29.392504,-0.78,3,3.08,4
21.586641,24.300652,25.996895,26.402527,26.527899,27.095776,-3.54,2,25.52,0
22.391737,22.97489,23.116947,23.528137,24.103823,24.260826,-0.18,5,8.35,4
24.215965,24.701935,24.746788,25.060797,25.098173,25.681337,-0.9,2,6.05,3
23.013599,23.34226,23.556261,24.580452,24.710382,24.763887,1.17,2,7.61,7
23.34226,23.556261,24.580452,24.710382,24.763887,25.054323,0.37,1,7.33,6
23.556261,24.580452,24.710382,24.763887,25.054323,25.146048,0.67,0,6.75,6
24.580452,24.710382,24.763887,25.054323,25.146048,25.314196,-0.79,1,2.99,4
28.656578,28.983027,29.122927,29.270596,29.28614,29.534863,0.37,0,3.06,6
28.983027,29.122927,29.270596,29.28614,29.534863,29.643673,-0.84,2,2.28,3
35.325237,35.496231,36.390053,36.694996,37.938232,38.555943,-0.63,0,9.15,4
35.150063,35.331261,36.394737,37.001305,37.631531,38.2775,1.15,0,8.9,7
35.331261,36.394737,37.001305,37.631531,38.2775,38.718651,-1.26,1,9.59,3
38.02541,38.096298,38.222351,38.899822,39.805756,39.89241,1.01,3,4.91,7
38.096298,38.222351,38.899822,39.805756,39.89241,40.294186,1.21,2,5.77,7
38.222351,38.899822,39.805756,39.89241,40.294186,40.782593,0.93,1,6.7,7
38.899822,39.805756,39.89241,40.294186,40.782593,41.160709,0.19,0,5.81,5
39.805756,39.89241,40.294186,40.782593,41.160709,41.239491,-1.03,0,3.6,3
42.762325,42.90498,43.428017,43.840107,44.038223,45.211098,1.03,2,5.73,7
42.90498,43.428017,43.840107,44.038223,45.211098,45.678665,1.21,1,6.46,7
43.428017,43.840107,44.038223,45.211098,45.678665,46.233402,1.95,0,6.46,8
43.840107,44.038223,45.211098,45.678665,46.233402,47.136829,-0.17,3,7.52,4
42.944595,43.000069,43.174416,43.792561,44.10955,44.386925,-0.91,3,3.36,3
42.964016,43.17923,43.553879,45.171993,45.299541,45.403168,0.81,0,5.68,7
43.17923,43.553879,45.171993,45.299541,45.403168,45.769833,-0.89,4,6.0,3
44.685772,45.028522,45.435051,45.450996,46.272011,46.893749,1.33,2,4.94,7
45.028522,45.435051,45.450996,46.272011,46.893749,47.515495,1.24,1,5.52,7
45.435051,45.450996,46.272011,46.893749,47.515495,48.10535,3.65,0,5.88,10
45.450996,46.272011,46.893749,47.515495,48.10535,49.85899,-0.91,0,9.7,3
52.738892,53.484291,53.764812,53.788853,54.518227,54.790733,0.09,2,3.89,5
53.484291,53.764812,53.788853,54.518227,54.790733,54.838829,0.07,1,2.53,5
53.764812,53.788853,54.518227,54.790733,54.838829,54.878906,1.01,0,2.07,7
53.788853,54.518227,54.790733,54.838829,54.878906,55.431938,-1.1,0,3.05,3
53.92511,55.199505,55.85675,55.928875,56.377712,57.475777,2.15,0,6.58,8
55.199505,55.85675,55.928875,56.377712,57.475777,58.710083,-1.16,4,6.36,3
60.90477,61.009651,61.485596,61.977665,62.744007,63.123158,0.45,0,3.64,6
61.009651,61.485596,61.977665,62.744007,63.123158,63.40551,-0.11,1,3.93,4
57.125557,57.520733,58.756748,59.294853,60.093658,60.875622,-0.46,3,6.56,4
60.396374,61.31284,62.901993,62.927231,63.103813,63.910969,1.11,0,5.82,7
61.31284,62.901993,62.927231,63.103813,63.910969,64.617287,-0.78,0,5.39,4
65.676727,66.576408,67.53495,68.989586,69.426796,69.687454,1.15,1,6.11,7
66.576408,67.53495,68.989586,69.426796,69.687454,70.486229,1.81,0,5.87,8
67.53495,68.989586,69.426796,69.687454,70.486229,71.76429,-0.66,4,6.26,4
73.737801,74.355263,74.77816,74.981155,75.590149,76.672783,0.67,0,3.98,6
74.355263,74.77816,74.981155,75.590149,76.672783,77.188736,-0.87,0,3.81,3
45.035629,45.650227,51.343697,52.70945,55.014153,56.328686,3.56,1,25.08,10
45.650227,51.343697,52.70945,55.014153,56.328686,58.334625,2.21,0,27.79,8
51.343697,52.70945,55.014153,56.328686,58.334625,59.623566,-7.29,2,16.13,0
57.873692,58.880932,59.410152,61.356346,63.652531,66.230377,3.17,0,14.44,9
58.880932,59.410152,61.356346,63.652531,66.230377,68.330215,-4.15,0,16.05,0
72.033669,72.798546,72.875877,74.190727,74.998558,75.067307,0.11,1,4.21,5
72.798546,72.875877,74.190727,74.998558,75.067307,75.153236,0.29,0,3.23,6
72.875877,74.190727,74.998558,75.067307,75.153236,75.36808,-2.41,1,3.42,2
90.502495,91.539116,93.672722,95.089394,96.134628,98.553329,-1.46,1,8.9,3
93.536255,94.482994,95.82058,98.877953,99.477264,102.404343,0.47,4,9.48,6
94.482994,95.82058,98.877953,99.477264,102.404343,102.890747,0.3,3,8.9,6
95.82058,98.877953,99.477264,102.404343,102.890747,103.194733,0.66,2,7.7,6
98.877953,99.477264,102.404343,102.890747,103.194733,103.872208,0.77,1,5.05,6
99.477264,102.404343,102.890747,103.194733,103.872208,104.67131,0.2,0,5.22,5
102.404343,102.890747,103.194733,103.872208,104.67131,104.879768,-2.0,0,2.42,2
94.649498,95.572876,97.648247,97.832916,97.947235,99.41584,1.57,3,5.04,7
95.572876,97.648247,97.832916,97.947235,99.41584,100.981155,0.12,2,5.66,5
97.648247,97.832916,97.947235,99.41584,100.981155,101.104271,0.01,1,3.54,5
97.832916,97.947235,99.41584,100.981155,101.104271,101.113075,1.21,0,3.35,7
97.947235,99.41584,100.981155,101.104271,101.113075,102.335442,-0.62,0,4.48,4
94.911995,96.354477,96.743858,98.035904,99.699631,100.566895,1.73,0,5.96,8
96.354477,96.743858,98.035904,99.699631,100.566895,102.310257,-1.44,5,6.18,3
100.83239,101.354507,104.071327,104.770454,106.620026,107.283745,-2.05,3,6.4,2
109.584625,110.708519,113.814751,114.221825,115.124474,117.646622,-1.27,2,7.36,3
86.753517,87.386108,88.277069,88.669098,89.862976,90.477768,0.05,2,4.29,5
87.386108,88.277069,88.669098,89.862976,90.477768,90.522308,0.51,1,3.59,6
88.277069,88.669098,89.862976,90.477768,90.522308,90.985611,2.96,0,3.07,9
88.669098,89.862976,90.477768,90.522308,90.985611,93.676315,-2.04,0,5.65,2
78.966446,81.59481,85.381416,86.103111,86.584229,89.845177,9.22,0,13.78,10
81.59481,85.381416,86.103111,86.584229,89.845177,98.13118,-3.67,0,20.27,0
65.046875,65.253624,66.044678,71.968643,73.757538,75.501457,-2.3,0,16.07,2
64.734818,65.945091,66.736748,69.129959,71.08638,71.159164,-1.79,0,9.92,2
64.734818,64.953209,66.645737,67.974297,69.375641,70.813377,-5.31,0,9.39,0
74.822929,75.615089,77.521835,78.571915,79.649628,79.769363,-2.63,0,6.61,1
78.16922,79.314529,80.431892,82.610764,83.47673,85.12484,-1.2,0,8.9,3
70.89769,71.990746,72.89534,73.086075,75.317566,76.089996,-1.22,5,7.32,3
75.164978,75.355698,75.384308,75.460594,77.625343,79.065315,-0.76,1,5.19,4
73.951515,74.156906,74.469887,76.171722,76.240189,76.738998,-0.23,0,3.77,4
72.582222,73.198395,73.824371,73.834145,73.941734,74.254715,-3.98,2,2.3,0
71.662834,72.494202,73.560287,74.606812,74.773087,77.325836,0.78,1,7.9,6
72.494202,73.560287,74.606812,74.773087,77.325836,77.932236,1.51,0,7.5,7
73.560287,74.606812,74.773087,77.325836,77.932236,79.105911,-3.66,0,7.54,0
71.178162,80.731277,83.968445,86.067169,86.968025,88.047089,-0.88,0,23.7,3
96.19622,96.636566,98.093071,105.832794,108.390137,109.999046,-1.51,0,14.35,3
102.276237,103.080719,103.868225,104.41861,104.765831,105.849716,0.58,5,3.49,6
103.080719,103.868225,104.41861,104.765831,105.849716,106.467873,0.06,4,3.29,5
103.868225,104.41861,104.765831,105.849716,106.467873,106.527168,0.57,3,2.56,6
104.41861,104.765831,105.849716,106.467873,106.527168,107.136856,0.2,2,2.6,5
104.765831,105.849716,106.467873,106.527168,107.136856,107.348579,0.59,1,2.47,6
105.849716,106.467873,106.527168,107.136856,107.348579,107.983635,0.93,0,2.02,7
106.467873,106.527168,107.136856,107.348579,107.983635,108.98288,-0.99,0,2.36,3
119.873032,120.604477,120.621445,121.607971,122.220345,122.313904,0.05,0,2.04,5
120.604477,120.621445,121.607971,122.220345,122.313904,122.37339,-0.35,3,1.47,4
118.840927,119.406982,119.85289,120.753349,121.628059,122.605667,0.14,0,3.17,5
119.406982,119.85289,120.753349,121.628059,122.605667,122.777214,-1.03,2,2.82,3
125.487068,128.531433,130.340881,130.349457,130.478134,130.718201,-0.05,1,4.17,4
116.454178,117.126038,117.367218,118.159622,119.615364,120.416389,-1.05,1,3.4,3
122.759239,124.731728,126.299385,130.072098,131.131531,131.355515,-0.06,0,7.0,4
121.852898,122.536346,125.226669,125.347778,125.875488,126.333961,-2.57,2,3.68,1
123.859901,125.347778,126.022552,126.697273,127.571022,128.609085,0.65,0,3.83,6
125.347778,126.022552,126.697273,127.571022,128.609085,129.448166,-1.46,2,3.27,3
142.195007,143.128326,146.696091,147.934769,147.978363,149.347946,0.5,3,5.03,6
143.128326,146.696091,147.934769,147.978363,149.347946,150.098099,0.64,2,4.87,6
146.696091,147.934769,147.978363,149.347946,150.098099,151.057632,1.43,1,2.97,7
147.934769,147.978363,149.347946,150.098099,151.057632,153.212219,0.4,0,3.57,6
147.978363,149.347946,150.098099,151.057632,153.212219,153.831573,-0.37,2,3.96,4
150.717453,151.005295,151.519943,151.650818,152.182892,152.575485,-0.95,4,1.23,3
145.666428,146.104202,151.628922,153.213745,155.752808,156.470825,-2.18,1,7.42,2
156.375717,156.569153,157.026489,157.219955,158.380829,158.846924,0.16,1,1.58,5
156.569153,157.026489,157.219955,158.380829,158.846924,159.093155,0.62,0,1.61,6
157.026489,157.219955,158.380829,158.846924,159.093155,160.078186,-0.04,2,1.94,4
160.239227,161.236954,162.579025,163.144165,164.777603,165.113129,-0.12,0,3.04,4
164.653992,166.057892,167.082184,170.260788,170.463882,170.472702,-0.61,1,3.53,4
177.257095,178.161118,179.056335,180.217438,181.963486,182.255951,-0.66,0,2.82,4
200.452881,201.577652,203.26474,204.005661,206.531815,207.201279,1.03,1,3.37,7
201.577652,203.26474,204.005661,206.531815,207.201279,209.334686,0.94,0,3.85,7
203.26474,204.005661,206.531815,207.201279,209.334686,211.298538,-0.84,3,3.95,3
198.94693,200.147171,201.866959,205.628937,209.086395,209.946259,0.36,0,5.53,6
200.147171,201.866959,205.628937,209.086395,209.946259,210.707596,-1.0,1,5.28,3
221.196167,221.942017,221.986923,223.047272,223.289917,225.698227,0.08,0,2.04,5
221.942017,221.986923,223.047272,223.289917,225.698227,225.886993,-0.47,0,1.78,4
225.868988,227.225937,228.106552,229.508423,230.317169,231.530304,0.66,3,2.51,6
227.225937,228.106552,229.508423,230.317169,231.530304,233.057953,0.37,2,2.57,6
228.106552,229.508423,230.317169,231.530304,233.057953,233.929657,0.6,1,2.55,6
229.508423,230.317169,231.530304,233.057953,233.929657,235.32251,0.02,0,2.53,5
230.317169,231.530304,233.057953,233.929657,235.32251,235.376389,-1.66,0,2.2,2
218.119919,218.192017,219.462738,224.987442,225.402008,227.790314,-0.08,0,4.43,4
190.952972,196.187912,197.679733,201.35054,205.645142,207.45343,-0.25,0,8.64,4
202.103149,204.43399,204.905563,207.109451,208.016403,212.197418,0.73,0,4.99,6
204.43399,204.905563,207.109451,208.016403,212.197418,213.74826,-0.71,1,4.56,4
213.055145,213.082428,215.238815,216.76738,223.027267,225.010788,1.08,0,5.61,7
213.082428,215.238815,216.76738,223.027267,225.010788,227.449249,-0.7,0,6.74,4
222.945328,224.569748,232.052979,233.577026,233.622635,235.584656,0.99,0,5.67,7
224.569748,232.052979,233.577026,233.622635,235.584656,237.911774,-5.38,1,5.94,0
222.22438,224.295975,225.208527,227.197998,228.046692,231.669678,0.54,1,4.25,6
224.295975,225.208527,227.197998,228.046692,231.669678,232.910782,2.03,0,3.84,8
225.208527,227.197998,228.046692,231.669678,232.910782,237.638016,-0.73,1,5.52,4
214.659592,220.464386,222.546738,225.771698,230.784119,231.622574,0.54,1,7.9,6
220.464386,222.546738,225.771698,230.784119,231.622574,232.866501,2.33,0,5.63,8
222.546738,225.771698,230.784119,231.622574,232.866501,238.284363,-0.48,3,7.07,4
222.821503,222.905594,224.801804,229.883347,230.527908,233.162064,1.55,0,4.64,7
222.905594,224.801804,229.883347,230.527908,233.162064,236.777054,-2.04,0,6.22,2
230.72406,231.219131,232.125229,233.965408,235.114349,235.833603,1.05,1,2.21,7
