Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7 Percent,Daycount,Overall Percent Change (Day 1 to 6),Outcome
41.417976,42.299313,42.865215,44.307816,44.382027,44.9062,-0.75,0,8.42,4
47.455242,47.674122,48.745239,48.889606,48.922211,49.332024,-0.42,0,3.95,4
38.091492,38.325115,39.002655,39.138165,39.951206,41.913712,-1.56,0,10.03,3
49.474518,49.48864,51.306034,53.354137,55.736515,58.985226,0.98,0,19.22,7
49.48864,51.306034,53.354137,55.736515,58.985226,59.564346,-3.63,1,20.36,0
62.295628,62.81036,63.462025,64.680367,64.873985,65.407578,4.14,1,5.0,10
62.81036,63.462025,64.680367,64.873985,65.407578,68.113426,0.52,0,8.44,6
63.462025,64.680367,64.873985,65.407578,68.113426,68.467583,-0.17,0,7.89,4
71.120216,73.156845,73.465416,73.840454,73.940132,74.509827,-1.04,1,4.77,3
64.540382,65.456612,66.952026,67.944237,68.831993,69.70076,0.47,1,8.0,6
65.456612,66.952026,67.944237,68.831993,69.70076,70.028313,1.54,0,6.98,7
66.952026,67.944237,68.831993,69.70076,70.028313,71.105957,-0.03,0,6.2,4
68.20533,68.689621,68.970566,70.418175,70.499115,72.118141,2.96,1,5.74,9
68.689621,68.970566,70.418175,70.499115,72.118141,74.256218,2.21,0,8.1,8
68.970566,70.418175,70.499115,72.118141,74.256218,75.894302,-0.23,0,10.04,4
74.527626,74.899048,76.89904,78.651398,78.713303,79.084724,-4.66,0,6.11,0
66.903931,69.02771,69.313423,70.294342,71.284821,71.313385,1.51,0,6.59,7
69.02771,69.313423,70.294342,71.284821,71.313385,72.389565,-1.07,1,4.87,3
70.561005,73.237167,75.027634,75.970467,78.970436,81.675186,-1.85,0,15.75,2
63.391895,63.532429,64.167648,64.485268,64.581512,65.505478,2.94,1,3.33,9
63.532429,64.167648,64.485268,64.581512,65.505478,67.430397,3.9,0,6.14,10
64.167648,64.485268,64.581512,65.505478,67.430397,70.057938,-0.19,0,9.18,4
61.10701,64.167648,64.84137,66.275444,66.564194,66.670052,5.7,0,9.1,10
64.167648,64.84137,66.275444,66.564194,66.670052,70.471802,-0.63,0,9.82,4
82.710228,82.779526,84.94751,85.214798,88.016357,88.333138,0.71,1,6.8,6
82.779526,84.94751,85.214798,88.016357,88.333138,88.95681,3.45,0,7.46,9
84.94751,85.214798,88.016357,88.333138,88.95681,92.025642,-0.82,0,8.33,3
81.297256,83.138588,85.786125,90.255081,91.777916,93.1614,-0.45,0,14.59,4
184.485916,186.300018,188.003082,188.012314,189.576599,189.974564,-0.42,1,2.98,4
193.48259,195.252502,195.984573,196.281036,197.031631,197.170624,-1.17,0,1.91,3
202.248627,206.131256,207.317368,208.281021,208.392273,209.467148,-0.18,0,3.57,4
211.99614,212.932968,215.558151,222.14415,222.561584,225.177444,-0.06,0,6.22,4
208.478226,210.688126,213.158081,214.894455,217.123016,217.689438,0.25,0,4.42,5
210.688126,213.158081,214.894455,217.123016,217.689438,218.227997,-0.24,1,3.58,4
171.335968,171.810257,172.051987,173.018997,173.45607,176.403687,-3.01,5,2.96,1
171.094162,172.005463,173.223587,176.626862,177.240616,178.449402,-1.11,2,4.3,3
146.98616,153.448959,153.653854,157.788513,158.309998,158.72905,-0.16,0,7.99,4
145.180481,146.141388,148.044525,151.785553,151.850815,152.102692,-2.6,1,4.77,1
150.432785,151.319092,151.486984,153.306198,156.263535,157.280457,2.48,5,4.55,8
151.319092,151.486984,153.306198,156.263535,157.280457,161.179993,0.71,4,6.52,6
151.486984,153.306198,156.263535,157.280457,161.179993,162.327469,1.06,3,7.16,7
153.306198,156.263535,157.280457,161.179993,162.327469,164.044098,0.97,2,7.0,7
156.263535,157.280457,161.179993,162.327469,164.044098,165.630005,0.28,1,5.99,6
157.280457,161.179993,162.327469,164.044098,165.630005,166.087128,0.12,0,5.6,5
161.179993,162.327469,164.044098,165.630005,166.087128,166.292389,-0.61,2,3.17,4
154.798889,160.9561,161.870346,167.822357,168.820587,170.061401,-2.0,2,9.86,2
178.644318,180.129883,180.746567,182.633942,184.446503,185.025833,-0.45,3,3.57,4
132.859512,143.727615,145.991425,149.354218,151.448975,152.510406,-0.71,3,14.79,4
139.931992,141.639008,143.893127,145.251236,145.722794,146.071732,0.69,0,4.39,6
141.639008,143.893127,145.251236,145.722794,146.071732,147.080872,-1.43,0,3.84,3
141.804214,144.224213,145.396408,146.09584,146.719757,148.600906,3.44,0,4.79,9
144.224213,145.396408,146.09584,146.719757,148.600906,153.705551,-1.44,0,6.57,3
146.577988,148.563126,150.444229,151.852737,151.881104,153.421951,2.43,2,4.67,8
148.563126,150.444229,151.852737,151.881104,153.421951,157.155884,2.65,1,5.78,9
150.444229,151.852737,151.881104,153.421951,157.155884,161.324677,1.27,0,7.23,7
151.852737,151.881104,153.421951,157.155884,161.324677,163.375931,-0.61,0,7.59,4
138.556442,140.527039,141.057571,143.729233,145.86087,149.811493,-1.21,0,8.12,3
107.905304,109.23336,110.21743,112.462692,112.988144,116.599648,0.1,0,8.06,5
109.23336,110.21743,112.462692,112.988144,116.599648,116.71431,-0.38,4,6.85,4
122.762131,124.615646,128.026505,128.18895,128.399109,129.516922,0.55,0,5.5,6
124.615646,128.026505,128.18895,128.399109,129.516922,130.223969,-1.66,0,4.5,2
107.201599,108.754128,110.795425,112.577957,112.817543,114.293434,1.77,1,6.62,8
108.754128,110.795425,112.577957,112.817543,114.293434,116.315552,0.95,0,6.95,7
110.795425,112.577957,112.817543,114.293434,116.315552,117.417633,-1.53,1,5.98,3
114.053825,117.523056,118.337669,119.717697,120.446053,126.21534,2.2,0,10.66,8
117.523056,118.337669,119.717697,120.446053,126.21534,128.994553,-2.78,0,9.76,1
132.632324,133.326569,134.175079,135.515411,136.315704,138.465988,0.13,0,4.4,5
133.326569,134.175079,135.515411,136.315704,138.465988,138.6492,-0.66,1,3.99,4
130.800201,132.400879,135.187576,135.322571,139.652023,140.490921,-0.72,7,7.41,4
139.47847,143.017258,144.241852,144.87822,145.312164,146.816376,0.23,1,5.26,5
143.017258,144.241852,144.87822,145.312164,146.816376,147.15387,0.43,0,2.89,6
144.241852,144.87822,145.312164,146.816376,147.15387,147.790283,-4.87,1,2.46,0
144.661987,150.625351,152.099213,154.257492,154.520004,158.651779,-0.9,0,9.67,3
140.173904,143.780869,148.206665,155.985992,161.864365,166.650879,-0.02,2,18.89,4
169.454163,169.942734,170.441055,171.58429,174.83812,178.834625,0.29,0,5.54,6
169.942734,170.441055,171.58429,174.83812,178.834625,179.352493,-0.08,0,5.54,4
168.689743,168.787704,171.530487,172.490448,175.066681,179.758774,-0.21,2,6.56,4
185.293289,186.713638,187.458099,189.231094,189.730682,190.553497,0.78,0,2.84,6
186.713638,187.458099,189.231094,189.730682,190.553497,192.032639,-0.36,1,2.85,4
191.496414,193.695358,194.362915,194.794815,196.286972,199.398911,-1.67,0,4.13,2
199.777298,201.735443,204.549637,204.746414,215.422592,220.63765,-0.51,0,10.44,4
215.610748,220.876312,221.4384,223.518951,227.522308,229.839554,-0.98,0,6.6,3
226.427811,229.050705,229.208481,229.839554,231.003113,232.797745,0.17,5,2.81,5
229.050705,229.208481,229.839554,231.003113,232.797745,233.182281,1.82,4,1.8,8
229.208481,229.839554,231.003113,232.797745,233.182281,237.422287,1.89,3,3.58,8
229.839554,231.003113,232.797745,233.182281,237.422287,241.918732,0.47,2,5.26,6
231.003113,232.797745,233.182281,237.422287,241.918732,243.052689,0.8,1,5.22,6
232.797745,233.182281,237.422287,241.918732,243.052689,244.995224,0.18,0,5.24,5
233.182281,237.422287,241.918732,243.052689,244.995224,245.429062,-0.13,0,5.25,4
269.406281,273.139954,276.685974,277.782349,281.357971,287.067139,0.25,3,6.56,6
273.139954,276.685974,277.782349,281.357971,287.067139,287.788116,1.22,2,5.36,7
276.685974,277.782349,281.357971,287.067139,287.788116,291.304504,1.4,1,5.28,7
277.782349,281.357971,287.067139,287.788116,291.304504,295.38382,0.3,0,6.34,6
281.357971,287.067139,287.788116,291.304504,295.38382,296.263,-0.01,3,5.3,4
315.217682,318.901947,323.613525,324.769135,329.391815,332.295746,-0.43,0,5.42,4
297.302399,306.016663,307.668457,311.239197,318.05426,322.693329,-1.44,1,8.54,3
323.049408,324.246277,326.847717,332.545074,333.999115,335.927856,0.15,2,3.99,5
324.246277,326.847717,332.545074,333.999115,335.927856,336.422455,0.43,1,3.76,6
326.847717,332.545074,333.999115,335.927856,336.422455,337.866486,0.25,0,3.37,5
332.545074,333.999115,335.927856,336.422455,337.866486,338.697479,-2.14,0,1.85,2
323.543945,334.137604,342.921021,343.603516,350.913147,355.700531,-0.24,3,9.94,4
355.812958,367.155334,375.545685,378.834442,381.786407,384.421478,1.71,0,8.04,8
367.155334,375.545685,378.834442,381.786407,384.421478,391.008911,-1.36,0,6.5,3
365.334259,369.659363,372.536133,372.546112,377.416779,378.736145,0.49,0,3.67,6
369.659363,372.536133,372.546112,377.416779,378.736145,380.601166,-0.91,0,2.96,3
333.650848,344.311218,347.132751,352.179779,354.842407,355.458405,-0.48,1,6.54,4
352.120209,352.736145,363.495911,366.168427,386.197662,391.90036,-0.61,0,11.3,4
389.258179,398.033295,404.132141,408.241058,412.350067,415.086029,-0.35,0,6.64,4
419.622803,420.080536,425.552521,426.159393,431.780609,437.819733,-0.47,0,4.34,4
443.675568,450.141998,452.862122,455.004333,457.555054,460.882935,-1.57,0,3.88,3
448.56778,451.327728,452.662842,455.791473,459.697235,460.215393,-0.06,0,2.6,4
444.947144,451.681824,453.168457,454.724915,456.450989,456.460938,1.2,2,2.59,7
451.681824,453.168457,454.724915,456.450989,456.460938,461.928528,2.25,1,2.27,8
453.168457,454.724915,456.450989,456.460938,461.928528,472.344818,1.46,0,4.23,7
454.724915,456.450989,456.460938,461.928528,472.344818,479.249084,-1.21,1,5.39,3
484.167877,485.355194,488.907104,498.7547,500.710236,503.304352,0.69,0,3.95,6
485.355194,488.907104,498.7547,500.710236,503.304352,506.786407,-0.21,1,4.42,4
518.2453,524.258728,526.746033,531.420898,534.837158,539.352295,0.62,0,4.07,6
524.258728,526.746033,531.420898,534.837158,539.352295,542.708618,-1.33,1,3.52,3
548.66217,558.281677,560.349426,568.970032,573.159973,573.72998,1.02,4,4.57,7
558.281677,560.349426,568.970032,573.159973,573.72998,579.599976,1.12,3,3.82,7
560.349426,568.970032,573.159973,573.72998,579.599976,586.109985,0.13,2,4.6,5
568.970032,573.159973,573.72998,579.599976,586.109985,586.900024,0.75,1,3.15,6
573.159973,573.72998,579.599976,586.109985,586.900024,591.280029,0.0,0,3.16,5
573.72998,579.599976,586.109985,586.900024,591.280029,591.289978,-1.1,1,3.06,3
578.429993,580.130005,583.0,585.73999,589.98999,595.72998,0.74,5,2.99,6
580.130005,583.0,585.73999,589.98999,595.72998,600.159973,1.09,4,3.45,7
583.0,585.73999,589.98999,595.72998,600.159973,606.710022,0.5,3,4.07,6
585.73999,589.98999,595.72998,600.159973,606.710022,609.719971,1.2,2,4.09,7
589.98999,595.72998,600.159973,606.710022,609.719971,617.02002,1.96,1,4.58,8
595.72998,600.159973,606.710022,609.719971,617.02002,629.090027,0.21,0,5.6,5
600.159973,606.710022,609.719971,617.02002,629.090027,630.380005,-2.76,2,5.04,1
98.064735,98.137421,98.491714,99.927002,99.981529,100.671921,-0.23,0,2.66,4
98.173744,98.45536,100.363091,100.998947,101.834724,102.043655,0.37,0,3.94,6
98.45536,100.363091,100.998947,101.834724,102.043655,102.425209,-0.01,1,4.03,4
87.622101,87.88636,90.392181,90.783997,92.579094,93.444756,-2.12,0,6.65,2
88.296371,89.380737,92.214615,94.354027,94.564323,95.396309,-0.16,0,8.04,4
81.365082,81.548782,84.065002,84.762939,87.113922,87.609802,-0.99,0,7.67,3
85.359871,85.387421,87.720016,88.032242,88.675087,89.593407,-1.34,0,4.96,3
85.277199,85.690491,86.296547,87.536331,89.960739,89.988319,-0.2,3,5.52,4
85.357155,85.716705,86.878426,89.183388,90.215973,92.354965,1.55,3,8.2,7
85.716705,86.878426,89.183388,90.215973,92.354965,93.78405,1.27,2,9.41,7
86.878426,89.183388,90.215973,92.354965,93.78405,94.973404,0.32,1,9.32,6
89.183388,90.215973,92.354965,93.78405,94.973404,95.277664,0.6,0,6.83,6
90.215973,92.354965,93.78405,94.973404,95.277664,95.849289,-0.36,5,6.24,4
95.508148,96.098228,96.171967,97.075531,97.453529,97.905334,-1.01,1,2.51,3
97.671448,97.80098,98.282135,99.151878,100.151169,100.567558,-0.13,3,2.97,4
87.924934,88.249985,89.624557,90.051765,92.085754,92.252899,0.63,5,4.92,6
88.249985,89.624557,90.051765,92.085754,92.252899,92.83802,1.06,4,5.2,7
89.624557,90.051765,92.085754,92.252899,92.83802,93.822517,0.74,3,4.68,6
90.051765,92.085754,92.252899,92.83802,93.822517,94.519073,0.18,2,4.96,5
92.085754,92.252899,92.83802,93.822517,94.519073,94.686249,1.75,1,2.82,8
92.252899,92.83802,93.822517,94.519073,94.686249,96.339447,0.33,0,4.43,6
92.83802,93.822517,94.519073,94.686249,96.339447,96.655228,-0.09,0,4.11,4
99.209274,99.915131,100.305206,101.261818,101.475433,102.379471,0.34,1,3.2,6
99.915131,100.305206,101.261818,101.475433,102.379471,102.724319,2.43,0,2.81,8
100.305206,101.261818,101.475433,102.379471,102.724319,105.222054,-0.03,1,4.9,4
109.242989,109.589005,111.206779,112.226089,113.226677,114.32077,-0.06,0,4.65,4
114.657425,116.219131,116.593193,116.985954,117.238426,117.687294,0.6,3,2.64,6
116.219131,116.593193,116.985954,117.238426,117.687294,118.388649,0.45,2,1.87,6
116.593193,116.985954,117.238426,117.687294,118.388649,118.921684,4.25,1,2.0,10
116.985954,117.238426,117.687294,118.388649,118.921684,123.971397,0.75,0,5.97,6
117.238426,117.687294,118.388649,118.921684,123.971397,124.906586,-0.61,1,6.54,4
123.818436,123.987244,124.165436,124.437393,124.765656,126.088112,-0.3,0,1.83,4
129.999069,130.561752,131.499649,132.240524,132.906464,133.272202,0.27,0,2.52,6
130.561752,131.499649,132.240524,132.906464,133.272202,133.637955,-0.38,5,2.36,4
133.131546,133.309708,133.694244,134.98848,135.279282,135.757584,-0.43,1,1.97,4
137.407593,139.97464,142.551086,144.920654,145.81395,146.801254,-0.84,2,6.84,3
146.24649,148.014282,148.174103,149.678589,150.891693,151.239548,0.84,2,3.41,7
148.014282,148.174103,149.678589,150.891693,151.239548,152.508972,0.37,1,3.04,6
148.174103,149.678589,150.891693,151.239548,152.508972,153.073181,2.73,0,3.31,9
149.678589,150.891693,151.239548,152.508972,153.073181,157.248138,-3.28,0,5.06,1
143.058823,145.409607,149.772659,151.954193,153.78775,157.022461,1.0,0,9.76,7
145.409607,149.772659,151.954193,153.78775,157.022461,158.587494,-0.05,0,9.06,4
153.4021,153.788666,156.796158,157.814392,158.285812,160.79361,1.89,1,4.82,8
153.788666,156.796158,157.814392,158.285812,160.79361,163.838837,0.16,0,6.54,5
156.796158,157.814392,158.285812,160.79361,163.838837,164.09343,-1.18,0,4.65,3
160.460373,161.689178,163.343323,165.838715,167.010803,168.277359,1.95,4,4.87,8
161.689178,163.343323,165.838715,167.010803,168.277359,171.566727,0.25,3,6.11,5
163.343323,165.838715,167.010803,168.277359,171.566727,171.992065,0.2,2,5.29,5
165.838715,167.010803,168.277359,171.566727,171.992065,172.332367,0.2,1,3.92,5
167.010803,168.277359,171.566727,171.992065,172.332367,172.682068,0.99,0,3.4,7
168.277359,171.566727,171.992065,172.332367,172.682068,174.383484,-1.16,2,3.63,3
162.341827,164.132874,166.208252,167.04213,167.089584,167.497025,0.72,1,3.18,6
164.132874,166.208252,167.04213,167.089584,167.497025,168.700562,0.06,0,2.78,5
166.208252,167.04213,167.089584,167.497025,168.700562,168.80481,-1.14,7,1.56,3
166.881088,167.402252,167.544434,167.885574,168.416229,169.534454,0.2,1,1.59,5
167.402252,167.544434,167.885574,168.416229,169.534454,169.875656,1.28,0,1.48,7
167.544434,167.885574,168.416229,169.534454,169.875656,172.045731,-2.56,1,2.69,1
129.435211,136.183548,136.687302,138.673752,139.139526,141.658279,-0.05,5,9.44,4
141.591751,141.829346,145.640747,147.703247,150.041428,151.505142,-2.46,0,7.0,2
147.456161,148.720261,150.659241,152.265549,152.71225,154.708298,-0.66,0,4.92,4
161.445038,161.997925,163.523148,164.371521,165.448761,166.802383,0.98,2,3.32,7
161.997925,163.523148,164.371521,165.448761,166.802383,168.432465,0.72,1,3.97,6
163.523148,164.371521,165.448761,166.802383,168.432465,169.652649,0.37,0,3.75,6
164.371521,165.448761,166.802383,168.432465,169.652649,170.281815,-0.77,1,3.6,4
169.528702,171.006317,172.626862,175.858368,176.401779,177.51712,0.33,1,4.71,6
171.006317,172.626862,175.858368,176.401779,177.51712,178.098587,0.22,0,4.15,5
172.626862,175.858368,176.401779,177.51712,178.098587,178.48941,-0.04,0,3.4,4
173.007599,176.687363,178.579849,180.55835,181.51413,183.463959,-1.08,2,6.04,3
197.123383,200.850082,202.191315,205.113312,205.467758,209.510635,-0.7,1,6.28,4
208.332245,209.558548,209.673462,210.909317,212.087723,214.473206,0.24,1,2.95,5
209.558548,209.673462,210.909317,212.087723,214.473206,214.991669,0.1,0,2.59,5
209.673462,210.909317,212.087723,214.473206,214.991669,215.212524,-0.53,2,2.64,4
221.367218,221.847321,223.959686,224.996674,225.716812,226.696198,-0.31,2,2.41,4
274.592224,275.712982,282.060425,282.263214,284.417755,284.659332,0.49,1,3.67,6
275.712982,282.060425,282.263214,284.417755,284.659332,286.040863,2.84,0,3.75,9
282.060425,282.263214,284.417755,284.659332,286.040863,294.175629,-4.35,0,4.3,0
264.389923,266.177307,270.988525,275.500397,276.051147,280.031555,1.26,2,5.92,7
266.177307,270.988525,275.500397,276.051147,280.031555,283.557861,0.16,1,6.53,5
270.988525,275.500397,276.051147,280.031555,283.557861,284.002289,0.42,0,4.8,6
275.500397,276.051147,280.031555,283.557861,284.002289,285.181,-2.45,3,3.51,2
269.738586,269.748322,278.898071,280.877441,281.420746,282.478424,0.14,2,4.72,5
269.748322,278.898071,280.877441,281.420746,282.478424,282.866455,0.04,1,4.86,5
278.898071,280.877441,281.420746,282.478424,282.866455,282.973236,1.96,0,1.46,8
280.877441,281.420746,282.478424,282.866455,282.973236,288.523315,-0.4,0,2.72,4
314.187256,314.877502,317.881317,319.71875,322.635223,323.743469,-0.55,2,3.04,4
325.736359,327.563965,329.342957,330.490082,335.136963,338.072845,0.91,0,3.79,7
327.563965,329.342957,330.490082,335.136963,338.072845,341.135071,-1.14,1,4.14,3
350.601776,351.45871,351.984497,360.767822,361.439758,364.18573,1.33,0,3.87,7
351.45871,351.984497,360.767822,361.439758,364.18573,369.015533,-1.85,6,5.0,2
362.17981,366.328033,371.644684,374.994446,380.096924,382.336609,3.58,0,5.57,10
366.328033,371.644684,374.994446,380.096924,382.336609,396.017914,-0.62,0,8.1,4
316.530182,317.87619,328.204803,334.534546,335.412384,338.484619,-1.93,1,6.94,2
248.544296,250.729462,254.835281,257.882874,264.575562,271.924896,0.11,0,9.41,5
250.729462,254.835281,257.882874,264.575562,271.924896,272.218872,-2.59,6,8.57,1
265.163574,266.476624,266.506042,269.386963,274.423645,277.304657,0.69,0,4.58,6
266.476624,266.506042,269.386963,274.423645,277.304657,279.215454,-0.28,0,4.78,4
279.294342,282.731445,289.144257,290.794037,294.162476,297.884399,-4.16,0,6.66,0
272.375793,285.182983,286.255951,292.615173,302.636475,307.528961,0.68,0,12.91,6
285.182983,286.255951,292.615173,302.636475,307.528961,309.625793,-0.3,1,8.57,4
286.592072,288.921356,289.365479,290.164948,295.652618,297.024506,1.69,0,3.64,8
288.921356,289.365479,290.164948,295.652618,297.024506,302.038422,-0.56,0,4.54,4
305.769989,306.40329,309.698151,310.232452,313.537231,320.255585,1.03,2,4.74,7
306.40329,309.698151,310.232452,313.537231,320.255585,323.540527,0.55,1,5.59,6
309.698151,310.232452,313.537231,320.255585,323.540527,325.331451,0.57,0,5.05,6
310.232452,313.537231,320.255585,323.540527,325.331451,327.201538,-0.97,6,5.47,3
324.025391,329.724609,331.94104,332.049835,335.225952,337.115814,2.23,0,4.04,8
329.724609,331.94104,332.049835,335.225952,337.115814,344.635681,-1.85,0,4.52,2
335.681152,343.547272,346.812439,349.424591,352.650208,355.648254,0.03,0,5.95,5
343.547272,346.812439,349.424591,352.650208,355.648254,355.747192,-0.19,0,3.55,4
299.480042,303.794159,305.460297,310.300049,324.13501,328.687164,0.61,4,9.75,6
303.794159,305.460297,310.300049,324.13501,328.687164,330.690491,0.73,3,8.85,6
305.460297,310.300049,324.13501,328.687164,330.690491,333.100464,0.85,2,9.05,7
310.300049,324.13501,328.687164,330.690491,333.100464,335.93689,0.34,1,8.26,6
324.13501,328.687164,330.690491,333.100464,335.93689,337.077423,1.38,0,3.99,7
328.687164,330.690491,333.100464,335.93689,337.077423,341.72876,-0.31,1,3.97,4
347.808197,350.65451,353.728973,358.132355,360.80014,362.310822,-0.6,0,4.17,4
358.961517,359.667175,362.718323,368.770905,371.643158,373.352631,-0.59,0,4.01,4
370.341217,372.309052,375.270721,378.232452,388.419525,389.214539,-0.65,1,5.1,4
380.100922,383.75827,385.199371,385.934845,387.813232,388.230652,-0.02,0,2.14,4
378.938049,380.846283,384.463928,386.401978,387.425629,387.544891,0.68,0,2.27,6
380.846283,384.463928,386.401978,387.425629,387.544891,390.188538,-0.84,2,2.45,3
368.889526,371.439636,374.935944,379.079773,386.192017,392.437622,0.5,1,6.38,6
371.439636,374.935944,379.079773,386.192017,392.437622,394.399933,1.41,0,6.18,7
374.935944,379.079773,386.192017,392.437622,394.399933,399.968201,-0.29,0,6.68,4
425.214844,431.47345,431.712982,435.156738,436.494293,442.44342,0.62,3,4.05,6
431.47345,431.712982,435.156738,436.494293,442.44342,445.168488,0.16,2,3.17,5
431.712982,435.156738,436.494293,442.44342,445.168488,445.887177,1.27,1,3.28,7
435.156738,436.494293,442.44342,445.168488,445.887177,451.536835,0.82,0,3.76,7
436.494293,442.44342,445.168488,445.887177,451.536835,455.220123,-1.58,0,4.29,3
459.741882,463.624817,465.301758,466.269989,466.720001,470.079987,0.74,2,2.25,6
463.624817,465.301758,466.269989,466.720001,470.079987,473.540009,0.41,1,2.14,6
465.301758,466.269989,466.720001,470.079987,473.540009,475.470001,0.95,0,2.19,7
30.870001,31.4,32.209999,32.939999,35.25,36.009998,-4.14,2,16.65,0
49.580002,51.919998,53.860001,56.23,57.209999,58.610001,1.06,0,18.21,7
51.919998,53.860001,56.23,57.209999,58.610001,59.23,-0.05,0,14.08,4
48.0,49.209999,49.630001,50.029999,50.23,51.18,1.43,1,6.62,7
49.209999,49.630001,50.029999,50.23,51.18,51.91,1.93,0,5.49,8
49.630001,50.029999,50.23,51.18,51.91,52.91,-0.23,2,6.61,4
64.989998,66.449997,68.25,70.230003,70.82,71.860001,0.07,0,10.57,5
66.449997,68.25,70.230003,70.82,71.860001,71.910004,-2.39,2,8.22,2
74.050003,75.599998,80.339996,81.230003,84.089996,84.269997,3.12,1,13.8,9
75.599998,80.339996,81.230003,84.089996,84.269997,86.900002,1.71,0,14.95,8
80.339996,81.230003,84.089996,84.269997,86.900002,88.389999,-1.58,5,10.02,3
86.989998,88.190002,92.360001,92.669998,95.269997,97.089996,-2.08,4,11.61,2
104.260002,130.940002,134.229996,137.979996,138.759995,143.729996,7.59,0,37.86,10
130.940002,134.229996,137.979996,138.759995,143.729996,154.639999,-1.22,0,18.1,3
147.669998,154.050003,154.979996,155.899994,157.039993,157.720001,-0.31,1,6.81,4
123.760002,126.129997,126.800003,128.720001,130.929993,131.789993,2.26,3,6.49,8
126.129997,126.800003,128.720001,130.929993,131.789993,134.770004,1.72,2,6.85,8
126.800003,128.720001,130.929993,131.789993,134.770004,137.089996,2.84,1,8.12,9
128.720001,130.929993,131.789993,134.770004,137.089996,140.990005,4.79,0,9.53,10
130.929993,131.789993,134.770004,137.089996,140.990005,147.75,-0.87,1,12.85,3
163.210007,163.610001,164.110001,166.25,166.809998,170.589996,-0.4,3,4.52,4
131.820007,135.320007,140.339996,141.899994,149.0,149.910004,2.71,2,13.72,9
135.320007,140.339996,141.899994,149.0,149.910004,153.979996,0.14,1,13.79,5
140.339996,141.899994,149.0,149.910004,153.979996,154.190002,3.95,0,9.87,10
141.899994,149.0,149.910004,153.979996,154.190002,160.279999,-5.02,1,12.95,0
155.919998,159.949997,167.820007,170.610001,175.429993,176.490005,6.2,4,13.19,10
159.949997,167.820007,170.610001,175.429993,176.490005,187.440002,2.97,3,17.19,9
167.820007,170.610001,175.429993,176.490005,187.440002,193.0,0.58,2,15.0,6
170.610001,175.429993,176.490005,187.440002,193.0,194.110001,0.11,1,13.77,5
175.429993,176.490005,187.440002,193.0,194.110001,194.320007,1.01,0,10.77,7
176.490005,187.440002,193.0,194.110001,194.320007,196.279999,-1.07,4,11.21,3
205.940002,216.559998,216.789993,217.839996,224.029999,224.509995,-1.82,2,9.02,2
335.190002,336.98999,372.850006,376.869995,383.290009,396.0,-4.99,1,18.14,0
335.299988,351.670013,359.859985,361.459991,370.799988,375.809998,-3.02,0,12.08,1
369.609985,374.869995,394.649994,395.829987,396.359985,412.660004,-0.46,0,11.65,4
244.740005,261.190002,264.179993,270.019989,273.059998,282.230011,-0.16,3,15.32,4
332.700012,337.609985,342.339996,351.160004,354.149994,361.540009,-0.93,2,8.67,3
498.269989,518.359985,521.200012,535.080017,555.580017,571.299988,0.96,0,14.66,7
518.359985,521.200012,535.080017,555.580017,571.299988,576.77002,-3.78,0,11.27,0
381.850006,403.540009,407.829987,419.429993,441.670013,450.600006,-5.2,2,18.0,0
266.700012,289.920013,297.01001,312.470001,318.019989,323.799988,4.79,3,21.41,10
289.920013,297.01001,312.470001,318.019989,323.799988,339.309998,0.46,2,17.04,6
297.01001,312.470001,318.019989,323.799988,339.309998,340.880005,4.68,1,14.77,10
312.470001,318.019989,323.799988,339.309998,340.880005,356.839996,1.93,0,14.2,8
318.019989,323.799988,339.309998,340.880005,356.839996,363.709991,-1.52,1,14.37,3
169.820007,178.070007,182.089996,188.820007,190.610001,197.529999,2.69,0,16.32,9
178.070007,182.089996,188.820007,190.610001,197.529999,202.839996,-0.99,0,13.91,3
217.990005,220.520004,237.25,241.289993,246.929993,250.279999,4.69,1,14.81,10
220.520004,237.25,241.289993,246.929993,250.279999,262.019989,0.79,0,18.82,6
237.25,241.289993,246.929993,250.279999,262.019989,264.089996,-0.19,1,11.31,4
283.359985,292.369995,293.790009,293.959991,376.299988,388.570007,-0.24,0,37.13,4
379.980011,388.339996,398.019989,402.98999,410.98999,411.420013,-0.45,0,8.27,4
354.320007,367.380005,375.519989,381.299988,392.880005,394.130005,-3.01,0,11.24,1
331.609985,335.950012,336.779999,353.619995,358.309998,358.470001,1.88,0,8.1,8
335.950012,336.779999,353.619995,358.309998,358.470001,365.220001,-0.24,0,8.71,4
400.519989,409.070007,436.01001,436.890015,443.309998,457.390015,3.88,1,14.2,10
409.070007,436.01001,436.890015,443.309998,457.390015,475.119995,5.43,0,16.15,10
436.01001,436.890015,443.309998,457.390015,475.119995,500.899994,-2.58,0,14.88,1
232.369995,243.0,243.440002,249.050003,251.050003,256.950012,-1.44,1,10.58,3
26.211493,26.636106,26.897404,27.134209,27.673132,27.852776,0.76,2,6.26,6
26.636106,26.897404,27.134209,27.673132,27.852776,28.065075,1.05,1,5.36,7
26.897404,27.134209,27.673132,27.852776,28.065075,28.359047,1.61,0,5.43,8
27.134209,27.673132,27.852776,28.065075,28.359047,28.816317,-1.02,3,6.2,3
29.396078,29.86968,30.457598,30.620911,30.686239,30.72706,0.35,0,4.53,6
29.86968,30.457598,30.620911,30.686239,30.72706,30.83321,-0.72,0,3.23,4
